E,F,G,H,I,J,K
352309,1,1,3,3,28,875277
51770,2,1,2,2,33,875278
13167,1,1,3,3,26,875279
303919,2,2,3,3,49,875280
348018,2,2,2,2,64,875281
127953,1,1,3,3,33,875282
220132,2,1,0,0,63,875283
16652,1,1,2,2,26,875284
380931,2,1,3,3,27,875285
136501,2,1,2,2,68,875286
392640,1,1,2,2,29,875287
280819,1,1,3,3,28,875288
112574,1,1,2,2,32,875289
228492,1,1,2,2,34,875290
408931,2,2,2,2,52,875291
410295,1,1,0,0,58,875292
53138,1,1,2,2,29,875293
320076,1,1,3,3,26,875294
278567,1,1,2,2,62,875295
284879,2,1,0,0,54,875296
136177,1,1,2,2,30,875297
95413,1,1,3,3,28,875298
386900,1,1,3,3,26,875299
285486,1,1,3,3,26,875300
174587,1,1,0,0,63,875301
394119,1,1,2,2,64,875302
279098,1,1,2,2,28,875303
339525,2,2,3,3,28,875304
308956,1,1,3,3,26,875305
242929,1,1,3,3,43,875306
10509,2,1,3,3,36,875307
101099,1,1,0,0,37,875308
256068,1,1,3,3,53,875309
136249,2,2,3,3,31,875310
178519,2,2,2,2,63,875311
55507,2,2,2,2,72,875312
71709,2,2,0,0,27,875313
357437,1,1,2,2,26,875314
58021,1,1,3,3,32,875315
306319,2,1,2,2,26,875316
158960,1,1,3,3,60,875317
343691,2,2,2,2,57,875318
393479,1,1,2,2,68,875319
130884,2,1,3,3,39,875320
120203,1,1,0,0,37,875321
422954,1,1,0,0,34,875322
195649,1,1,3,3,63,875323
162559,1,1,3,3,44,875324
119015,1,1,3,3,28,875325
97471,1,1,0,0,29,875326
209495,2,2,0,0,60,875327
114951,2,2,0,0,48,875328
316087,2,1,3,3,36,875329
43875,1,1,3,3,43,875330
439142,1,1,0,0,28,875331
447748,2,1,0,0,60,875332
174399,2,1,0,0,66,875333
174399,2,1,0,0,70,875334
382465,1,1,0,0,65,875335
269495,0,0,0,0,63,875336
50225,2,1,2,2,28,875337
147847,1,1,2,2,33,875338
381932,1,1,2,2,58,875339
291360,1,1,2,2,63,875340
326376,2,2,3,3,37,875341
399669,2,2,2,2,54,875342
244580,2,2,0,0,34,875343
184899,2,1,0,0,35,875344
388286,2,2,3,3,30,875345
444053,2,1,2,2,74,875346
444053,1,1,2,2,72,875347
418884,1,1,2,2,60,875348
93350,2,2,2,2,58,875349
298763,2,2,3,3,55,875350
47668,2,2,3,3,80,875351
164656,1,1,3,3,27,875352
164656,1,1,3,3,57,875353
305554,2,2,3,3,26,875354
178638,2,2,3,3,26,875355
370628,1,1,2,2,38,875356
145154,2,1,3,3,54,875357
243046,2,1,0,0,26,875358
319066,2,1,0,0,37,875359
279619,1,1,2,2,67,875360
269643,1,1,3,3,42,875361
44928,1,1,2,2,64,875362
443414,1,1,2,2,38,875363
143358,1,1,2,2,38,875364
278567,1,1,2,2,28,875365
289609,2,1,2,2,47,875366
259184,2,2,0,0,84,875367
241640,2,2,0,0,43,875368
202112,2,2,2,2,26,875369
225028,1,1,0,0,51,875370
462758,1,1,3,3,46,875371
203917,2,2,2,2,28,875372
343653,2,1,2,2,33,875373
233215,1,1,2,2,26,875374
421273,2,1,3,3,68,875375
112033,1,1,3,3,29,875376
414325,2,1,3,3,28,875377
365196,1,1,0,0,31,875378
64549,1,1,2,2,28,875379
400738,1,1,0,0,34,875380
371167,1,1,3,3,37,875381
186699,1,1,3,3,49,875382
192246,1,0,0,0,47,875383
191409,2,2,2,2,52,875384
44854,2,1,2,2,31,875385
378779,2,1,3,3,37,875386
151634,2,1,3,3,65,875387
335863,1,1,2,2,64,875388
130571,1,1,3,3,46,875389
369624,2,1,3,3,33,875390
208442,2,2,0,0,42,875391
291360,1,1,2,2,62,875392
225079,1,1,2,2,65,875393
15289,1,1,3,3,38,875394
242336,1,1,2,2,40,875395
355898,1,1,0,0,34,875396
348941,1,1,1,1,26,875397
98268,1,1,3,3,26,875398
209702,2,2,2,2,64,875399
189392,1,1,2,2,27,875400
303919,1,1,3,3,53,875401
384161,1,1,3,3,50,875402
95273,1,1,3,3,27,875403
98718,2,1,3,3,38,875404
105500,1,1,2,2,50,875405
143462,1,1,0,0,73,875406
201931,2,2,0,0,45,875407
99023,1,1,3,3,38,875408
221607,1,1,0,0,31,875409
191094,2,2,3,3,29,875410
28040,1,1,3,3,28,875411
143129,1,1,0,0,33,875412
374134,1,1,2,2,26,875413
222426,1,1,3,3,39,875414
222426,2,2,3,3,39,875415
229626,1,1,2,2,29,875416
80040,2,1,0,0,27,875417
2057,1,1,3,3,27,875418
362291,1,1,2,2,61,875419
334008,1,1,0,0,36,875420
263041,1,1,2,2,33,875421
365141,2,2,2,2,30,875422
193863,1,1,0,0,36,875423
237201,1,1,2,2,27,875424
432042,2,1,0,0,51,875425
437300,1,1,0,0,56,875426
459708,2,2,2,2,62,875427
239240,2,2,2,2,62,875428
393282,1,1,3,3,37,875429
107644,1,1,2,2,40,875430
57940,1,1,0,0,27,875431
454355,1,1,2,2,43,875432
341775,1,1,3,3,29,875433
73659,1,1,3,3,26,875434
180941,1,1,3,3,31,875435
168713,1,1,0,0,48,875436
377598,1,1,3,3,26,875437
369906,2,2,2,2,26,875438
450438,2,2,0,0,26,875439
301797,1,1,0,0,26,875440
396656,1,1,2,2,49,875441
36208,1,1,2,2,48,875442
289327,1,1,3,3,63,875443
293004,1,1,3,3,29,875444
395398,2,1,3,3,48,875445
364423,1,1,0,0,58,875446
177357,1,1,3,3,35,875447
45516,2,1,2,2,26,875448
225962,1,1,3,3,26,875449
353224,2,2,3,3,39,875450
120438,2,1,3,3,27,875451
229139,1,1,2,2,27,875452
63444,2,2,2,2,38,875453
323826,2,2,2,2,41,875454
374459,2,1,3,3,29,875455
99844,1,1,2,2,45,875456
447748,1,1,0,0,61,875457
440185,1,1,0,0,40,875458
412522,1,1,3,3,70,875459
400880,1,1,2,2,34,875460
332339,2,1,2,2,28,875461
128326,2,1,3,3,36,875462
42819,1,1,2,2,27,875463
35674,1,1,3,3,27,875464
316406,2,2,0,0,51,875465
176715,1,1,3,3,31,875466
392809,1,1,2,2,69,875467
196061,1,1,3,3,30,875468
361148,1,1,2,2,33,875469
46970,2,1,0,0,48,875470
31275,2,1,0,0,62,875471
327505,1,1,2,2,56,875472
144509,1,1,2,2,32,875473
327505,1,1,2,2,54,875474
340693,1,1,3,3,57,875475
140642,2,1,3,3,30,875476
434917,2,2,2,2,27,875477
401253,2,1,0,0,46,875478
29672,2,1,3,3,59,875479
222968,1,1,0,0,56,875480
54982,1,1,0,0,38,875481
342225,1,1,3,3,53,875482
188866,1,1,3,3,26,875483
246662,2,2,2,2,28,875484
352164,2,1,3,3,46,875485
290421,2,2,0,0,47,875486
7924,1,1,3,3,62,875487
296012,2,2,2,2,26,875488
430363,1,1,3,3,50,875489
187449,1,1,2,2,26,875490
179761,1,1,3,3,45,875491
190603,1,1,0,0,44,875492
355535,1,1,0,0,27,875493
390521,1,1,2,2,26,875494
176581,2,2,3,3,33,875495
109730,2,1,0,0,33,875496
422267,2,1,3,3,34,875497
109730,1,1,0,0,35,875498
314101,1,1,3,3,33,875499
28774,2,1,2,2,26,875500
308672,1,1,3,3,50,875501
407598,1,1,0,0,34,875502
208957,2,2,3,3,46,875503
255147,1,1,3,3,27,875504
95377,1,1,0,0,28,875505
391567,2,1,2,2,35,875506
332070,1,1,0,0,58,875507
332070,1,1,0,0,57,875508
67495,2,2,2,2,40,875509
408122,1,1,0,0,35,875510
188357,1,1,3,3,34,875511
323030,2,2,0,0,62,875512
69224,1,1,2,2,41,875513
219834,2,2,2,2,56,875514
194451,2,2,2,2,57,875515
447895,1,1,2,2,44,875516
216778,2,2,2,2,40,875517
303395,2,1,1,1,26,875518
90375,2,1,2,2,34,875519
368902,1,1,3,3,39,875520
219010,2,1,0,0,40,875521
434598,2,2,3,3,29,875522
274389,2,1,2,2,26,875523
330481,2,1,2,2,29,875524
378200,1,1,0,0,96,875525
378200,1,1,2,2,58,875526
378200,1,1,2,2,77,875527
307079,2,2,2,2,73,875528
148094,1,1,0,0,44,875529
398035,2,1,3,3,47,875530
463617,2,2,0,0,57,875531
71553,2,2,2,2,60,875532
148078,1,1,3,3,65,875533
71553,2,2,2,2,61,875534
457480,2,2,0,0,30,875535
160356,1,1,2,2,41,875536
217788,1,1,2,2,60,875537
225079,1,1,2,2,65,875538
387259,1,1,2,2,43,875539
131368,2,2,2,2,48,875540
137565,1,1,2,2,35,875541
461334,1,1,2,2,48,875542
302072,2,2,3,3,30,875543
258194,2,2,2,2,32,875544
294594,2,1,2,2,27,875545
293476,2,2,0,0,68,875546
160464,2,2,0,0,62,875547
460773,2,2,3,3,50,875548
118822,1,1,0,0,44,875549
269683,2,2,3,3,26,875550
406765,1,1,2,2,26,875551
455638,2,2,2,2,93,875552
198727,2,1,0,0,70,875553
334941,2,1,2,2,57,875554
260756,1,1,3,3,29,875555
194652,1,1,3,3,29,875556
194652,1,1,3,3,34,875557
287251,1,1,0,0,37,875558
158715,1,1,3,3,48,875559
177927,1,1,3,3,51,875560
97873,1,1,3,3,27,875561
337981,2,1,0,0,46,875562
300457,1,1,2,2,56,875563
288136,1,1,0,0,56,875564
172292,2,2,3,3,52,875565
129024,1,1,2,2,27,875566
379831,1,1,3,3,33,875567
418884,1,1,2,2,55,875568
335774,1,1,0,0,56,875569
138130,2,1,2,2,52,875570
437334,2,2,0,0,27,875571
273866,2,1,3,3,29,875572
190458,1,1,2,2,56,875573
411879,2,2,2,2,31,875574
411879,2,2,2,2,30,875575
219085,1,1,0,0,43,875576
113577,2,2,0,0,44,875577
233632,2,1,3,3,26,875578
51366,1,1,2,2,49,875579
28129,2,1,0,0,53,875580
29199,1,1,2,2,72,875581
29199,1,1,2,2,74,875582
339550,1,1,2,2,39,875583
349559,1,1,3,3,46,875584
184872,1,1,2,2,84,875585
12634,2,2,2,2,41,875586
211477,2,1,0,0,41,875587
135540,2,2,3,3,34,875588
453564,1,1,3,3,54,875589
326529,2,1,2,2,27,875590
98420,2,2,3,3,64,875591
297272,2,2,3,3,26,875592
50674,2,1,2,2,80,875593
353202,1,1,0,0,52,875594
314828,2,1,2,2,38,875595
369460,1,1,2,2,46,875596
369460,2,1,2,2,45,875597
426692,2,2,2,2,53,875598
217788,1,1,2,2,58,875599
22012,1,1,0,0,41,875600
356622,1,1,0,0,34,875601
365609,1,1,3,3,42,875602
131525,1,1,2,2,31,875603
284051,1,1,2,2,47,875604
144089,2,1,2,2,38,875605
341039,2,2,2,2,79,875606
206847,1,1,2,2,47,875607
366118,2,2,0,0,56,875608
370980,1,1,2,2,26,875609
356615,2,2,2,2,72,875610
356615,2,2,2,2,72,875611
441474,1,1,2,2,41,875612
130688,1,1,3,3,51,875613
444875,2,1,3,3,49,875614
323047,2,2,0,0,42,875615
233132,1,1,0,0,26,875616
198224,2,1,3,3,56,875617
355325,2,2,2,2,31,875618
293524,2,2,3,3,47,875619
42665,0,0,0,0,30,875620
396848,1,1,0,0,85,875621
391946,1,1,2,2,28,875622
131525,2,2,2,2,34,875623
254416,1,1,3,3,72,875624
225572,2,2,0,0,69,875625
62152,2,1,2,2,42,875626
225572,2,2,0,0,68,875627
365182,1,1,2,2,40,875628
373039,2,2,2,2,61,875629
397626,2,2,3,3,27,875630
380466,2,1,0,0,35,875631
171425,2,1,3,3,26,875632
207025,1,1,0,0,40,875633
374883,1,1,0,0,48,875634
378000,2,2,0,0,30,875635
435528,1,1,0,0,34,875636
109959,1,1,2,2,33,875637
266479,1,1,3,3,62,875638
90691,2,1,3,3,65,875639
56540,1,1,0,0,35,875640
253296,1,1,0,0,27,875641
378965,1,1,2,2,61,875642
340473,1,1,2,2,39,875643
323047,2,2,0,0,43,875644
389433,1,1,3,3,26,875645
64297,2,2,2,2,54,875646
79191,2,1,2,2,53,875647
169206,1,1,0,0,37,875648
348850,1,1,2,2,30,875649
49187,1,1,2,2,50,875650
463535,1,1,3,3,54,875651
252322,2,2,3,3,45,875652
289825,2,1,2,2,26,875653
383458,1,1,0,0,39,875654
378137,2,2,2,2,44,875655
290952,2,2,0,0,42,875656
258155,2,2,0,0,58,875657
252301,1,1,3,3,27,875658
415019,1,1,2,2,61,875659
137009,2,2,0,0,77,875660
114237,2,1,2,2,37,875661
267280,1,1,2,2,63,875662
305283,2,2,0,0,50,875663
347460,2,1,0,0,26,875664
295976,0,0,0,0,26,875665
118425,2,1,2,2,40,875666
357149,1,1,3,3,26,875667
375360,1,1,3,3,37,875668
299732,1,1,2,2,71,875669
351647,1,1,2,2,65,875670
351647,1,1,2,2,69,875671
278032,1,1,0,0,31,875672
278032,1,1,0,0,33,875673
160192,2,1,2,2,48,875674
230862,1,1,2,2,51,875675
380986,2,1,3,3,30,875676
314888,1,1,3,3,30,875677
465193,2,2,0,0,34,875678
161043,1,1,2,2,37,875679
253932,1,1,2,2,29,875680
420735,2,2,2,2,58,875681
169911,1,1,0,0,27,875682
21143,1,1,0,0,34,875683
319656,1,1,2,2,50,875684
454865,2,2,2,2,42,875685
129141,1,1,2,2,26,875686
454865,2,2,2,2,42,875687
458343,2,2,0,0,56,875688
315020,1,1,0,0,38,875689
382960,1,1,2,2,40,875690
372257,1,1,3,3,50,875691
372257,1,1,2,2,54,875692
399021,1,1,2,2,72,875693
137299,1,1,3,3,32,875694
246425,1,1,3,3,32,875695
309662,2,1,3,3,64,875696
438807,2,2,3,3,30,875697
296409,1,1,2,2,26,875698
309662,2,2,0,0,64,875699
398750,1,1,3,3,30,875700
161761,2,2,0,0,29,875701
411463,2,1,2,2,33,875702
82110,1,1,2,2,32,875703
409587,2,2,2,2,36,875704
127262,1,1,0,0,35,875705
42821,1,1,3,3,26,875706
301934,1,1,3,3,30,875707
463170,1,1,0,0,53,875708
248466,2,2,3,3,56,875709
97468,2,1,0,0,62,875710
393487,1,1,0,0,31,875711
351704,1,1,3,3,42,875712
351704,2,1,2,2,47,875713
197342,2,2,2,2,32,875714
35383,1,1,2,2,27,875715
425887,2,2,2,2,49,875716
279249,2,2,2,2,36,875717
441474,1,1,2,2,42,875718
190904,2,2,0,0,35,875719
215173,1,1,2,2,40,875720
347102,2,2,0,0,65,875721
135783,1,1,0,0,57,875722
387301,2,2,0,0,29,875723
336293,1,1,3,3,32,875724
289545,1,1,3,3,56,875725
21765,2,2,2,2,48,875726
242826,1,1,2,2,28,875727
362443,2,1,2,2,55,875728
326470,1,1,2,2,38,875729
297578,1,1,2,2,38,875730
176757,1,1,0,0,31,875731
19086,2,1,2,2,37,875732
73867,2,2,0,0,40,875733
353636,1,1,2,2,59,875734
227668,1,1,2,2,67,875735
44854,2,2,2,2,33,875736
345061,2,2,2,2,61,875737
156006,2,1,3,3,40,875738
290095,1,1,3,3,29,875739
243680,1,1,3,3,30,875740
408286,2,2,3,3,64,875741
208302,1,1,2,2,87,875742
267281,2,2,3,3,55,875743
146439,2,2,2,2,37,875744
127262,2,2,3,3,39,875745
29103,1,1,3,3,26,875746
463350,2,2,0,0,38,875747
223954,1,1,0,0,41,875748
356615,2,2,2,2,37,875749
341168,1,1,2,2,36,875750
146418,1,1,2,2,37,875751
42187,2,1,3,3,36,875752
280819,1,1,3,3,45,875753
370683,2,2,0,0,42,875754
219007,2,2,2,2,35,875755
360267,2,2,3,3,32,875756
156821,2,2,0,0,56,875757
360691,2,2,0,0,57,875758
154179,2,2,3,3,26,875759
237115,2,1,3,3,26,875760
322654,1,1,0,0,35,875761
391358,2,2,3,3,27,875762
202797,2,2,2,2,29,875763
148010,1,1,0,0,44,875764
137196,2,2,0,0,40,875765
448838,1,1,0,0,54,875766
340693,1,1,2,2,56,875767
268100,2,2,0,0,66,875768
301993,2,1,3,3,26,875769
219045,1,1,2,2,54,875770
374349,1,1,2,2,50,875771
19909,2,1,2,2,37,875772
87822,1,1,0,0,61,875773
290187,1,1,2,2,45,875774
42905,1,1,2,2,53,875775
404349,1,1,0,0,50,875776
358968,2,1,2,2,58,875777
391557,1,1,0,0,26,875778
340179,1,1,0,0,29,875779
397626,2,2,0,0,28,875780
277748,1,1,0,0,58,875781
98203,1,1,0,0,63,875782
162358,1,1,0,0,33,875783
361972,2,2,3,3,49,875784
102788,1,1,3,3,19,875785
347103,1,1,2,2,33,875786
113381,2,1,2,2,34,875787
293130,2,1,0,0,48,875788
364812,1,1,2,2,80,875789
130868,1,1,0,0,55,875790
16749,2,2,2,2,57,875791
290187,2,1,2,2,44,875792
324023,1,1,2,2,40,875793
104720,2,2,3,3,43,875794
104720,1,0,3,3,65,875795
254862,1,1,2,2,30,875796
76816,1,1,2,2,32,875797
365114,1,1,0,0,50,875798
170536,1,1,3,3,30,875799
383830,1,1,0,0,26,875800
242929,2,2,3,3,42,875801
383398,1,1,0,0,53,875802
269828,1,1,3,3,36,875803
220786,1,1,3,3,55,875804
61693,1,1,2,2,46,875805
304846,1,1,2,2,30,875806
178897,1,1,2,2,61,875807
216163,2,2,3,3,30,875808
208673,1,1,2,2,37,875809
288378,2,2,2,2,50,875810
105636,1,1,3,3,42,875811
289545,2,1,3,3,50,875812
178764,1,1,0,0,77,875813
306769,2,2,3,3,66,875814
175404,1,1,0,0,33,875815
194066,2,1,3,3,68,875816
347178,2,1,0,0,39,875817
208158,1,1,3,3,41,875818
377885,2,2,0,0,43,875819
145904,2,2,2,2,86,875820
336339,1,1,3,3,35,875821
375906,2,2,2,2,45,875822
394370,1,1,2,2,46,875823
34010,1,1,3,3,26,875824
303101,2,2,0,0,32,875825
444651,2,1,3,3,43,875826
388256,2,1,0,0,33,875827
249239,1,1,0,0,48,875828
444608,1,1,2,2,26,875829
419205,1,1,2,2,52,875830
57162,1,1,3,3,32,875831
231031,1,1,0,0,33,875832
154179,2,2,2,2,25,875833
370220,1,1,0,0,42,875834
127962,1,1,3,3,37,875835
20495,2,2,2,2,52,875836
387280,1,1,3,3,51,875837
405291,2,1,0,0,48,875838
215881,2,2,2,2,32,875839
31505,1,1,3,3,26,875840
416385,1,1,2,2,26,875841
456942,1,1,2,2,26,875842
306063,1,1,0,0,25,875843
382124,1,1,0,0,27,875844
266749,1,1,0,0,25,875845
95037,1,1,0,0,61,875846
95037,2,1,3,3,60,875847
260707,1,1,3,3,25,875848
366203,2,1,2,2,43,875849
172192,2,2,3,3,31,875850
283652,1,1,2,2,46,875851
303094,1,1,0,0,29,875852
129050,1,1,2,2,37,875853
439379,2,2,2,2,34,875854
85272,2,2,2,2,43,875855
62209,2,2,2,2,50,875856
100601,1,1,0,0,44,875857
92744,1,1,3,3,33,875858
373144,2,2,3,3,26,875859
88918,1,1,3,3,29,875860
190248,2,2,3,3,31,875861
89742,2,2,0,0,54,875862
269643,1,1,2,2,26,875863
340493,2,1,2,2,39,875864
149945,2,1,0,0,59,875865
308900,2,2,3,3,28,875866
437300,2,2,0,0,57,875867
118893,2,1,3,3,26,875868
182936,1,1,0,0,67,875869
74870,1,1,2,2,52,875870
312568,1,1,3,3,44,875871
229601,2,1,3,3,32,875872
378965,1,1,2,2,51,875873
165630,2,1,0,0,68,875874
165630,2,1,3,3,59,875875
259070,2,2,3,3,40,875876
456666,2,2,2,2,40,875877
154778,2,1,3,3,29,875878
443353,1,1,2,2,53,875879
19225,1,1,3,3,29,875880
29066,2,2,3,3,44,875881
358403,2,1,3,3,32,875882
314614,1,1,3,3,38,875883
63815,2,2,3,3,27,875884
199429,1,1,0,0,37,875885
227145,2,2,0,0,47,875886
220607,2,2,2,2,53,875887
358271,1,1,3,3,25,875888
413412,1,1,2,2,31,875889
242655,1,1,3,3,46,875890
97902,1,1,3,3,37,875891
321511,2,1,2,2,65,875892
101008,1,1,3,3,26,875893
368233,2,1,0,0,50,875894
348323,2,2,0,0,38,875895
271626,2,1,2,2,52,875896
372496,2,1,0,0,34,875897
241546,1,1,2,2,47,875898
426860,1,1,3,3,42,875899
5738,2,2,2,2,28,875900
91553,1,1,3,3,43,875901
432914,1,1,2,2,57,875902
88545,2,2,2,2,26,875903
424997,2,1,0,0,31,875904
461713,2,1,0,0,55,875905
434059,1,1,0,0,61,875906
196071,1,1,0,0,52,875907
293852,1,1,3,3,31,875908
92423,1,1,0,0,25,875909
259694,1,1,2,2,57,875910
425940,1,1,2,2,43,875911
241323,1,1,2,2,25,875912
157537,2,1,0,0,49,875913
249913,1,1,3,3,52,875914
439508,2,1,2,2,47,875915
148466,1,1,3,3,50,875916
33121,2,1,3,3,46,875917
11707,1,1,2,2,45,875918
40301,2,1,0,0,35,875919
172191,2,1,0,0,47,875920
200270,1,1,0,0,26,875921
422431,1,1,0,0,67,875922
422431,1,1,0,0,68,875923
148465,1,1,3,3,51,875924
229737,1,1,0,0,47,875925
242336,1,1,0,0,35,875926
241997,1,1,2,2,38,875927
298902,1,1,3,3,25,875928
121591,1,1,2,2,36,875929
347763,2,1,3,3,25,875930
312529,1,1,2,2,36,875931
396973,2,1,2,2,27,875932
173472,1,1,2,2,29,875933
421279,1,1,0,0,35,875934
312616,2,1,0,0,37,875935
420046,1,1,2,2,35,875936
186737,1,1,0,0,36,875937
233133,0,0,3,3,32,875938
326618,1,1,3,3,25,875939
413597,1,1,0,0,70,875940
201809,2,2,3,3,55,875941
346366,1,1,3,3,25,875942
448337,1,1,0,0,34,875943
364716,2,1,2,2,66,875944
266055,2,1,0,0,40,875945
279760,2,1,3,3,55,875946
372985,2,2,2,2,53,875947
358657,1,0,0,0,37,875948
276116,1,1,2,2,32,875949
367296,1,1,3,3,47,875950
48991,1,1,3,3,25,875951
288785,2,2,2,2,65,875952
441953,1,1,3,3,46,875953
304775,1,1,2,2,62,875954
249815,1,1,0,0,57,875955
410614,2,2,3,3,28,875956
32039,2,2,2,2,42,875957
170989,1,1,0,0,34,875958
359223,1,1,0,0,59,875959
359223,1,1,2,2,46,875960
125225,1,1,0,0,67,875961
387280,2,1,3,3,62,875962
82944,2,1,0,0,32,875963
25532,1,1,3,3,29,875964
309813,1,1,0,0,31,875965
102625,2,1,2,2,25,875966
340671,1,1,2,2,33,875967
426692,1,1,3,3,52,875968
92712,1,1,3,3,25,875969
126818,2,1,2,2,26,875970
441953,2,2,2,2,45,875971
142748,1,1,0,0,56,875972
341376,2,1,3,3,58,875973
387677,1,1,2,2,67,875974
289823,2,1,2,2,29,875975
289823,2,2,2,2,28,875976
38544,2,2,2,2,25,875977
332289,1,1,3,3,25,875978
194987,1,1,3,3,58,875979
440591,1,1,3,3,26,875980
216317,2,1,3,3,40,875981
364025,1,1,2,2,27,875982
334422,2,1,3,3,44,875983
408946,2,1,3,3,47,875984
413674,2,1,3,3,46,875985
458520,1,1,2,2,29,875986
195751,1,1,2,2,46,875987
337252,2,1,2,2,27,875988
62595,2,1,3,3,32,875989
308485,1,1,2,2,73,875990
308485,1,1,2,2,61,875991
186410,2,1,2,2,57,875992
461579,1,1,3,3,30,875993
3960,1,1,3,3,25,875994
251186,2,2,2,2,25,875995
236359,2,2,3,3,52,875996
447440,2,1,3,3,28,875997
257714,2,1,2,2,72,875998
350224,1,1,2,2,25,875999
427944,1,1,3,3,25,876000
74007,1,1,3,3,25,876001
336582,2,2,3,3,36,876002
332898,1,1,3,3,35,876003
314375,1,1,2,2,57,876004
121376,1,1,3,3,74,876005
357366,2,2,2,2,42,876006
121376,1,1,3,3,71,876007
74373,1,1,3,3,52,876008
276449,2,1,3,3,30,876009
101485,2,2,3,3,30,876010
107999,2,1,3,3,28,876011
65970,2,1,3,3,49,876012
325165,1,1,2,2,29,876013
31275,2,1,3,3,57,876014
461685,2,1,2,2,55,876015
421985,2,1,2,2,59,876016
421985,1,1,2,2,61,876017
64891,2,2,3,3,25,876018
420444,1,1,3,3,36,876019
459600,2,1,0,0,34,876020
459600,1,1,0,0,37,876021
338166,1,1,3,3,50,876022
108320,2,1,3,3,34,876023
389254,2,1,3,3,27,876024
205745,2,1,3,3,62,876025
29985,1,1,3,3,25,876026
420960,2,1,2,2,62,876027
420960,2,1,2,2,51,876028
391777,1,1,2,2,63,876029
4431,1,1,3,3,41,876030
28180,1,1,2,2,32,876031
391777,2,1,3,3,50,876032
365903,1,1,2,2,64,876033
422998,2,2,3,3,25,876034
189639,2,1,2,2,27,876035
76756,1,1,0,0,32,876036
137719,1,1,3,3,25,876037
113683,1,1,3,3,41,876038
304511,1,1,3,3,32,876039
334693,1,1,3,3,35,876040
332898,2,1,0,0,35,876041
342649,2,1,3,3,25,876042
298578,2,1,3,3,25,876043
355341,2,2,0,0,31,876044
306849,1,1,3,3,45,876045
323195,1,1,0,0,54,876046
372300,2,1,3,3,30,876047
398890,2,1,2,2,40,876048
123066,2,2,3,3,36,876049
292267,1,1,3,3,35,876050
134860,2,1,3,3,25,876051
10968,2,1,0,0,36,876052
378143,1,1,2,2,62,876053
434332,1,1,2,2,25,876054
314702,2,2,3,3,32,876055
97612,1,1,0,0,45,876056
309565,2,2,2,2,30,876057
373202,1,1,2,2,32,876058
55499,1,1,3,3,27,876059
458115,2,2,2,2,35,876060
5472,2,2,2,2,31,876061
351716,2,1,2,2,76,876062
96373,1,1,2,2,89,876063
266727,2,2,3,3,34,876064
221562,1,1,3,3,29,876065
239221,1,1,2,2,37,876066
275530,2,1,2,2,27,876067
422088,2,1,0,0,32,876068
197443,2,2,2,2,64,876069
6591,1,1,0,0,44,876070
375281,1,1,0,0,36,876071
310214,1,1,0,0,41,876072
310726,1,1,3,3,26,876073
443437,2,2,3,3,29,876074
271512,1,1,2,2,30,876075
231780,2,1,2,2,29,876076
142748,2,1,2,2,56,876077
208072,2,1,3,3,67,876078
213462,2,2,2,2,54,876079
292442,1,1,3,3,43,876080
405927,1,1,2,2,38,876081
453565,1,1,0,0,25,876082
163358,1,1,2,2,47,876083
100918,1,1,3,3,37,876084
87264,2,2,0,0,55,876085
387982,2,1,2,2,53,876086
403795,1,1,3,3,30,876087
367176,1,1,2,2,65,876088
367176,1,1,2,2,65,876089
342466,2,1,0,0,49,876090
26412,1,1,3,3,25,876091
457480,1,1,0,0,27,876092
362907,1,1,0,0,32,876093
138853,2,1,2,2,45,876094
98269,0,0,0,0,25,876095
285102,1,1,3,3,42,876096
349866,1,1,3,3,37,876097
340440,1,1,2,2,42,876098
425628,1,1,3,3,42,876099
301149,1,1,0,0,69,876100
176964,1,0,0,0,31,876101
165830,2,1,2,2,29,876102
55081,2,1,0,0,37,876103
122598,1,1,0,0,30,876104
107083,2,1,3,3,45,876105
437500,2,2,2,2,66,876106
260572,1,1,2,2,58,876107
260572,1,1,2,2,56,876108
397021,2,2,3,3,29,876109
262286,2,2,2,2,33,876110
145303,1,1,2,2,32,876111
111878,1,1,2,2,59,876112
263845,1,1,3,3,52,876113
42532,2,2,0,0,31,876114
422070,1,1,2,2,36,876115
396491,1,1,2,2,70,876116
358983,2,2,2,2,56,876117
145894,0,0,0,0,28,876118
97818,1,1,2,2,31,876119
115395,1,1,0,0,32,876120
289905,2,1,3,3,66,876121
292471,1,1,3,3,34,876122
383869,2,1,2,2,47,876123
383869,2,1,2,2,46,876124
89688,1,1,3,3,39,876125
337765,2,1,0,0,25,876126
459317,1,1,0,0,67,876127
449144,2,2,0,0,28,876128
231275,2,1,0,0,31,876129
269391,2,1,3,3,29,876130
130367,1,1,0,0,38,876131
366080,2,1,2,2,25,876132
95126,1,1,2,2,65,876133
221497,1,1,0,0,63,876134
451975,2,1,0,0,54,876135
266223,1,1,3,3,24,876136
225709,1,1,2,2,41,876137
285663,1,1,3,3,26,876138
74102,2,1,0,0,35,876139
264403,2,2,0,0,26,876140
397778,2,2,2,2,37,876141
362169,2,1,3,3,26,876142
187118,2,1,3,3,27,876143
138853,1,1,2,2,46,876144
324889,1,1,3,3,42,876145
384207,2,2,0,0,36,876146
420847,1,1,2,2,27,876147
360493,1,1,2,2,37,876148
364238,1,1,0,0,26,876149
396491,2,1,3,3,64,876150
