E,F,G,H,I,J,K
74615,2,1,1,2,27,2
205740,1,1,2,2,39,1
7035,1,1,2,2,43,1
442388,1,1,1,2,29,1
73196,1,1,2,2,63,1
340643,1,1,0,0,27,1
396100,2,1,1,2,42,2
214840,1,1,0,0,35,1
214840,2,2,0,0,34,2
133888,2,1,2,2,44,2
133888,2,2,2,2,52,2
63442,1,1,1,2,29,1
315021,2,1,2,3,30,2
109605,2,1,2,3,50,2
196840,1,1,2,2,44,1
374624,2,2,1,2,39,2
391563,2,1,2,2,42,2
442985,1,1,1,2,64,1
400192,1,1,0,0,69,1
124731,1,1,3,3,54,1
350376,2,2,3,3,61,2
38306,2,2,2,3,26,2
238022,1,1,0,0,39,1
238022,0,0,2,3,36,0
388651,2,1,1,2,56,2
388651,2,1,1,2,57,2
350376,1,1,1,2,61,1
343083,2,2,2,2,51,2
83413,2,2,2,3,46,2
251713,2,1,0,0,69,2
310048,1,1,0,0,30,1
213746,2,1,1,2,45,2
31569,1,1,3,3,42,1
372752,2,1,3,3,35,2
178708,2,1,1,2,42,2
361791,1,1,2,2,43,1
346007,2,1,2,3,27,2
336846,2,1,0,0,30,2
263151,2,2,2,3,26,2
148651,2,1,0,0,28,2
306103,1,1,2,3,43,1
306103,1,1,2,3,43,1
279353,2,1,3,3,37,2
296155,1,1,0,0,43,1
103302,1,1,0,0,68,1
228737,2,2,3,3,36,2
42909,1,1,2,2,28,1
127487,2,2,3,3,37,2
17108,2,1,1,2,78,2
29756,1,1,2,3,31,1
387615,1,1,3,3,24,1
95861,1,1,2,2,31,1
154411,1,1,0,0,72,1
66521,1,1,2,3,55,1
3729,2,2,0,0,25,2
415514,2,1,3,3,28,2
82427,2,1,2,2,40,2
262967,2,2,0,1,25,2
235598,2,2,2,3,23,2
244898,2,2,3,3,23,2
323337,2,2,2,3,32,2
231162,2,2,2,2,25,2
35210,2,2,3,3,48,2
9980,1,1,0,0,40,1
42909,1,1,3,3,26,1
179442,2,1,3,3,23,2
353993,1,1,3,3,54,1
17108,2,1,1,2,64,2
98120,1,1,2,3,36,1
15621,2,2,0,0,22,2
156095,1,1,3,3,51,1
463754,1,1,3,3,30,1
356820,2,2,0,0,56,2
381815,1,1,3,3,22,1
291835,1,1,0,0,62,1
164108,2,2,1,2,56,2
66876,1,1,2,3,49,1
128622,2,2,0,0,21,2
66876,1,1,2,3,20,1
380966,2,2,3,3,21,2
141983,1,1,1,2,46,1
297450,2,1,0,0,20,2
379799,2,2,3,3,25,2
3574,1,1,3,3,19,1
3495,2,2,2,3,19,2
66876,1,1,3,3,18,1
181512,2,2,3,3,62,2
265831,2,1,0,0,52,2
384094,2,2,0,0,57,2
171903,2,2,0,0,99,2
149366,1,1,1,2,60,1
149367,2,1,2,2,59,2
344758,1,1,0,0,87,1
368078,1,1,1,2,53,1
116919,1,1,1,2,68,1
393940,2,2,2,2,66,2
384094,1,1,0,0,64,1
134716,1,1,0,0,61,1
434811,1,1,3,3,91,1
368078,2,1,2,2,53,2
333793,1,1,1,2,50,1
53418,2,2,2,3,42,2
251467,1,1,1,2,51,1
251467,2,1,1,2,53,2
189729,1,1,1,2,61,1
57464,1,1,1,2,49,1
412341,2,2,0,0,39,2
419185,2,2,2,2,42,2
442139,2,2,3,3,37,2
195970,2,2,1,2,56,2
245045,1,1,0,0,70,1
153429,2,2,1,2,41,2
36948,2,2,0,0,49,2
170190,2,1,2,2,82,2
40704,1,1,2,2,44,1
40704,1,1,2,2,52,1
31410,1,1,2,2,49,1
54202,2,2,2,2,61,2
6139,2,2,0,0,42,2
308275,2,1,0,0,57,2
451229,2,1,3,3,38,2
145719,2,2,3,3,32,2
50526,2,2,3,3,76,2
50526,1,1,3,3,72,1
244304,1,1,0,0,47,1
299225,1,1,3,3,65,1
332700,1,1,2,3,55,1
325814,2,2,2,2,70,2
22969,2,2,2,2,51,2
176906,0,0,3,3,37,0
143085,2,2,2,2,31,2
89350,2,2,0,0,35,2
216007,1,1,0,0,32,1
208072,2,1,0,0,63,2
327879,2,2,1,2,36,2
346340,1,1,1,2,76,1
431114,1,1,0,0,31,1
207311,2,1,2,2,28,2
72725,1,1,2,2,42,1
159418,2,2,2,2,28,2
464055,1,1,3,3,61,1
55962,2,1,2,2,27,2
68153,2,2,1,2,38,2
41870,2,1,2,2,28,2
255981,2,1,0,0,41,2
415936,2,1,0,0,53,2
52287,2,2,0,0,62,2
464055,2,2,2,3,59,2
442139,2,2,3,3,31,2
21084,1,1,2,2,48,1
94624,2,2,2,3,46,2
263913,2,2,2,2,45,2
332161,1,1,2,2,33,1
84145,1,1,0,0,47,1
274647,1,1,2,2,46,1
94624,2,2,2,3,48,2
129365,1,1,2,2,28,1
138482,1,1,1,2,27,1
158901,1,1,2,3,65,1
403228,1,1,1,2,31,1
158901,1,1,2,3,63,1
20426,2,1,2,2,25,2
163845,2,1,2,2,31,2
239153,2,1,1,2,43,2
22049,1,1,3,3,62,1
332161,1,1,2,2,33,1
250676,2,1,2,2,31,2
284735,2,2,3,3,32,2
84882,2,1,3,3,24,2
18195,2,1,3,3,37,2
47185,2,1,0,0,68,2
145997,1,1,0,0,57,1
47185,2,2,3,3,65,2
122105,2,1,3,3,69,2
432596,2,2,0,0,40,2
387471,2,2,0,0,72,2
163470,1,1,0,0,25,1
457141,1,1,2,2,29,1
138482,2,1,3,3,34,2
114003,1,0,2,2,24,1
33614,1,1,2,2,39,1
44499,0,0,3,3,24,0
413948,2,2,1,2,30,2
450789,2,1,2,2,22,2
388387,1,1,0,0,30,1
29838,1,1,2,2,50,1
453835,1,1,2,2,31,1
88894,2,2,0,0,37,2
88894,2,2,0,0,60,2
58237,2,1,0,0,71,2
58237,2,1,0,0,69,2
217600,2,2,1,2,64,2
283985,1,1,0,0,72,1
98857,2,2,3,3,53,2
158931,2,2,2,2,63,2
158931,2,2,1,2,62,2
138482,1,1,2,2,57,1
138482,1,1,1,2,58,1
418160,2,2,3,3,62,2
160668,1,1,0,0,71,1
13579,2,2,2,3,78,2
184475,2,2,3,3,56,2
88480,2,1,1,2,62,2
306859,1,1,3,3,75,1
306859,2,2,2,2,76,2
190342,2,2,2,2,45,2
13579,2,2,3,3,85,2
337712,2,1,0,0,53,2
449082,2,2,1,2,50,2
239144,2,1,1,2,59,2
89163,2,2,3,3,55,2
262837,1,1,0,0,58,1
267092,1,1,2,3,74,1
327539,1,1,3,3,61,1
310650,1,1,1,2,65,1
82865,2,2,2,3,51,2
26056,1,1,0,0,65,1
46877,2,1,0,0,61,2
325762,1,1,0,0,65,1
369549,2,1,2,3,71,2
135355,1,1,0,0,51,1
135355,1,1,1,2,51,1
204525,1,1,3,3,65,1
193677,1,1,3,3,46,1
227119,2,1,2,3,42,2
198757,2,2,0,0,43,2
177992,1,1,0,0,63,1
41222,1,1,0,0,58,1
147800,2,2,0,0,60,2
344795,1,1,2,2,61,1
375874,1,1,1,2,48,1
337712,2,1,2,2,54,2
51080,2,2,0,0,85,2
276496,1,1,2,2,58,1
138437,2,1,2,2,58,2
430953,1,1,0,0,62,1
256475,1,1,0,0,61,1
289570,1,1,3,3,70,1
44078,2,2,2,3,64,2
64582,1,1,0,0,61,1
262213,1,1,1,2,64,1
262213,1,1,3,3,65,1
393387,2,2,0,0,43,2
441841,1,1,2,3,54,1
346852,1,1,2,2,45,1
272074,2,2,2,2,46,2
259021,1,1,3,3,65,1
44078,2,2,3,3,65,2
98159,2,2,2,2,63,2
220291,2,2,0,0,52,2
327967,2,2,2,2,49,2
309065,2,2,2,3,59,2
408553,2,2,2,2,64,2
458851,2,2,2,2,68,2
408553,2,2,1,2,64,2
65432,1,1,0,0,43,1
101055,1,1,0,0,49,1
431713,2,1,0,0,59,2
399166,2,2,2,3,66,2
28114,2,2,0,0,55,2
246664,1,1,2,2,60,1
218161,2,2,0,0,76,2
430101,1,1,2,3,59,1
430101,2,1,2,2,62,2
352989,1,1,0,0,53,1
17112,1,1,2,3,68,1
365574,2,2,0,0,84,2
63038,2,1,2,2,57,2
248143,1,1,1,2,43,1
205096,1,1,2,2,61,1
205096,2,2,2,2,62,2
273605,1,1,0,0,41,1
117325,1,1,1,2,59,1
117325,1,1,2,2,61,1
65643,2,1,1,2,73,2
297910,2,1,2,2,75,2
354587,1,1,2,2,62,1
354587,1,1,2,2,60,1
182300,1,1,1,2,62,1
310461,1,1,2,3,49,1
306283,1,1,3,3,50,1
41030,2,1,0,0,44,2
173724,1,1,0,0,42,1
65643,2,1,0,0,66,2
460051,1,1,3,3,43,1
49993,2,2,0,0,41,2
328626,2,1,0,0,58,2
48220,2,1,0,0,55,2
379564,2,2,0,0,48,2
377171,1,1,0,0,42,1
305603,2,1,2,3,40,2
208954,2,1,3,3,46,2
225854,2,2,0,0,53,2
207055,1,1,0,0,89,1
306894,2,2,2,2,58,2
446482,1,1,3,3,41,1
9162,1,1,3,3,57,1
256476,2,1,2,2,61,2
252855,2,2,3,3,54,2
307800,2,2,2,2,50,2
125875,2,2,2,3,69,2
371085,1,1,2,2,61,1
333613,2,2,0,0,59,2
462228,1,1,0,0,48,1
462228,1,1,0,0,48,1
116996,1,1,0,0,72,1
116996,1,1,0,0,84,1
243762,2,1,2,2,42,2
333019,2,2,0,0,40,2
79469,1,1,0,0,62,1
79469,2,1,2,3,60,2
8214,2,2,0,0,81,2
129310,1,1,1,2,49,1
217106,1,1,3,3,44,1
159826,2,2,0,0,78,2
159826,2,2,0,0,76,2
196131,1,1,1,2,45,1
104683,2,2,2,2,58,2
259728,1,1,2,2,51,1
190469,1,1,1,2,50,1
445396,1,1,0,0,39,1
229950,2,1,0,0,50,2
43842,2,1,0,0,56,2
43842,2,2,0,0,60,2
41965,2,2,2,3,57,2
282883,1,1,0,0,66,1
357293,1,1,0,0,39,1
373197,2,2,0,0,40,2
54789,2,2,2,3,68,2
104879,0,0,1,2,48,0
35296,1,1,3,3,65,1
317287,2,2,0,0,44,2
108845,2,2,0,0,38,2
461906,2,1,0,0,42,2
126786,1,1,2,2,50,1
393791,2,2,3,3,38,2
393974,2,2,0,0,39,2
326581,2,1,1,2,64,2
213134,1,1,3,3,51,1
118025,2,1,1,2,57,2
118025,2,1,2,2,57,2
44440,1,1,0,0,39,1
92654,2,1,0,0,45,2
290321,1,1,2,3,44,1
326581,1,1,2,2,64,1
311338,2,2,3,3,46,2
217106,1,1,0,0,66,1
431889,1,1,0,0,49,1
457451,1,1,0,0,38,1
21056,1,1,3,3,53,1
128031,2,2,0,0,56,2
418963,2,1,0,0,56,2
391424,1,1,2,2,44,1
309065,2,2,2,2,62,2
378536,1,1,0,0,43,1
67419,2,2,3,3,48,2
2336,2,2,0,0,46,2
296384,2,1,0,0,62,2
23142,2,2,2,3,57,2
309792,1,1,0,0,43,1
370411,2,2,2,2,68,2
51792,2,2,2,2,59,2
303857,1,1,0,0,48,1
114563,1,1,0,0,41,1
404594,1,1,0,0,61,1
424927,1,1,0,0,38,1
154239,1,1,0,0,52,1
115663,2,2,0,0,41,2
211848,2,2,3,3,67,2
342507,2,1,2,3,55,2
106810,1,1,1,2,62,1
106810,2,1,1,2,59,2
264918,1,1,0,0,80,1
133965,1,1,3,3,46,1
57811,1,1,0,0,42,1
297889,1,1,1,2,48,1
205350,1,1,2,3,66,1
205350,1,1,3,3,67,1
159614,2,2,1,2,56,2
24433,1,1,0,0,50,1
318771,2,1,2,3,50,2
159614,2,1,1,2,49,2
438892,2,1,1,2,47,2
54810,2,2,0,0,42,2
48220,2,1,0,0,48,2
79403,1,1,1,2,54,1
220310,1,1,3,3,37,1
401294,2,2,3,3,37,2
386096,2,2,0,0,65,2
41030,2,1,0,0,42,2
300359,2,1,1,2,44,2
43427,2,2,0,0,43,2
171809,1,1,0,0,40,1
312245,1,1,0,0,61,1
415478,1,1,0,0,45,1
140747,2,2,0,0,37,2
98326,2,2,0,0,38,2
147413,1,1,3,3,64,1
338954,1,1,0,0,48,1
338954,2,1,2,3,45,2
122488,1,1,2,2,46,1
239144,1,1,1,2,36,1
110317,2,1,0,0,36,2
364946,1,1,0,0,46,1
340444,1,1,1,2,45,1
40218,1,1,3,3,44,1
225076,2,2,0,0,35,2
424351,1,1,3,3,53,1
17903,2,2,1,2,54,2
247581,1,1,0,0,75,1
186180,2,2,0,0,48,2
309197,2,2,0,0,41,2
230575,1,1,3,3,49,1
342507,1,1,0,0,55,1
306283,2,1,3,3,57,2
135587,2,2,0,0,50,2
232707,1,1,2,3,47,1
164702,2,2,3,3,82,2
436097,2,1,1,2,55,2
207546,2,2,0,0,68,2
224543,1,1,3,3,65,1
438892,2,2,2,2,53,2
211478,1,1,3,3,56,1
24729,1,1,3,3,51,1
24729,2,1,2,3,55,2
86290,1,1,2,2,50,1
125884,1,1,1,2,66,1
451343,1,1,0,0,39,1
195831,1,1,0,0,43,1
121971,2,2,3,3,49,2
282553,1,1,0,0,38,1
329277,1,1,1,2,47,1
55461,2,2,3,3,53,2
94250,2,1,0,0,36,2
451651,2,2,0,0,66,2
137637,2,1,2,2,34,2
397453,1,1,0,0,55,1
154239,2,1,0,0,52,2
14113,1,1,0,0,62,1
62497,2,2,0,0,42,2
106072,2,2,0,0,85,2
203777,1,1,3,3,41,1
147101,1,1,1,1,63,1
106985,2,2,0,0,75,2
10540,2,2,0,0,40,2
302807,1,1,0,0,51,1
185677,2,1,2,3,49,2
84890,0,0,2,3,66,0
63863,1,1,2,3,60,1
411816,1,1,1,2,69,1
231314,1,1,0,0,44,1
28664,1,1,2,2,34,1
412488,1,1,2,3,44,1
114563,2,2,0,0,43,2
44077,2,2,1,2,37,2
201577,1,1,3,3,37,1
105294,2,2,0,0,78,2
299473,2,2,0,0,34,2
298890,2,2,2,3,68,2
184320,1,1,1,2,60,1
284501,2,2,0,0,47,2
204178,2,2,0,0,90,2
1873,1,1,0,0,34,1
94462,2,2,0,0,47,2
239795,1,1,0,0,55,1
370811,2,2,0,0,35,2
62938,1,1,0,0,44,1
184320,1,1,2,2,56,1
48235,1,1,3,3,56,1
13214,1,1,2,2,59,1
4168,2,1,0,0,35,2
224547,1,1,0,0,44,1
93298,1,1,3,3,42,1
41353,2,2,0,0,36,2
106622,2,2,0,0,46,2
40972,2,2,0,0,49,2
173558,1,1,0,0,63,1
163446,1,1,0,0,87,1
354805,0,0,2,2,51,0
20372,1,1,0,0,35,1
140388,1,1,0,0,49,1
453624,2,1,1,1,46,2
240937,1,1,0,0,38,1
256619,2,1,2,2,51,2
129599,2,1,0,0,52,2
48235,1,1,2,3,67,1
260911,2,2,0,0,41,2
78848,1,1,0,0,34,1
9364,2,2,2,2,61,2
153567,2,2,2,2,34,2
214366,1,1,2,2,48,1
412488,2,1,0,0,45,2
319676,2,2,0,0,37,2
375770,1,1,1,2,43,1
163835,2,2,0,0,64,2
432423,1,1,0,0,41,1
259906,1,1,0,0,52,1
246832,2,1,2,2,69,2
256620,1,1,2,3,37,1
306991,2,1,2,3,61,2
381922,2,2,1,2,71,2
325762,2,1,0,0,69,2
75733,1,1,2,2,62,1
15197,2,1,0,0,36,2
201460,2,2,0,0,44,2
207017,2,2,3,3,37,2
432278,1,1,2,2,54,1
168226,1,1,0,0,33,1
298167,2,2,0,0,52,2
228960,2,2,2,2,43,2
54633,1,1,0,0,39,1
206461,2,1,0,0,60,2
65670,2,1,0,0,40,2
239961,1,1,0,0,48,1
93754,2,1,1,2,35,2
192479,1,1,0,0,42,1
386231,2,1,0,0,64,2
299405,1,1,0,0,40,1
152042,2,2,0,0,68,2
147540,2,2,2,2,45,2
34114,1,1,1,1,33,1
156740,2,1,0,0,53,2
45233,1,1,1,2,41,1
369984,1,1,0,0,56,1
428456,1,1,3,3,33,1
369984,1,1,0,0,62,1
383556,2,1,0,0,47,2
430891,1,1,1,2,70,1
105014,2,2,2,3,48,2
248771,2,2,2,2,46,2
105014,1,1,2,3,47,1
263962,2,2,0,0,34,2
288605,1,1,2,2,41,1
430891,2,2,1,2,72,2
39790,2,2,0,0,34,2
32245,1,1,1,2,66,1
166178,2,2,0,0,42,2
57644,1,1,1,2,70,1
196522,2,1,0,0,61,2
76055,2,1,0,0,48,2
248771,1,1,2,2,37,1
63497,2,2,0,0,45,2
431095,2,2,2,3,42,2
459464,1,1,0,0,47,1
63497,1,1,0,0,48,1
183588,2,2,0,0,72,2
218161,2,2,0,0,32,2
385433,2,1,0,0,41,2
317556,2,2,2,3,69,2
241037,2,2,3,3,65,2
249628,1,1,3,3,34,1
57791,1,1,0,0,52,1
459464,2,2,0,0,46,2
182791,2,2,2,2,46,2
221086,2,2,3,3,32,2
346852,2,1,1,2,44,2
45019,2,1,0,0,57,2
435522,2,1,2,3,40,2
45019,1,1,3,3,61,1
431703,1,1,0,0,33,1
294232,2,2,0,0,41,2
302285,1,1,0,0,38,1
442881,1,1,3,3,64,1
319276,2,2,2,2,39,2
134377,2,1,0,0,33,2
282974,2,2,0,0,40,2
425217,2,2,0,0,49,2
79475,2,1,0,0,46,2
65670,2,1,0,0,41,2
107902,2,1,1,2,52,2
213197,2,2,2,3,31,2
327919,2,1,3,3,41,2
44577,1,1,0,0,58,1
67168,1,1,2,3,64,1
60560,1,1,3,3,37,1
60560,1,1,0,0,37,1
164948,1,1,2,3,71,1
164948,1,1,0,0,71,1
340444,1,1,0,0,44,1
308146,2,1,0,0,39,2
28852,2,1,1,2,60,2
456877,1,1,0,0,42,1
425217,2,2,0,0,57,2
196522,1,1,2,2,61,1
99475,2,2,0,0,46,2
117875,2,1,0,0,48,2
303586,2,2,1,2,34,2
269213,2,2,0,0,33,2
303231,2,2,0,0,31,2
427384,1,1,1,2,43,1
427384,2,1,0,0,43,2
15680,2,2,0,0,33,2
70059,2,2,3,3,31,2
206635,1,1,0,0,35,1
109815,2,2,0,0,39,2
279433,2,1,0,0,54,2
437720,2,2,2,2,36,2
190009,1,1,0,0,31,1
346253,1,1,2,2,33,1
120829,2,1,0,0,38,2
345369,1,1,1,2,36,1
170464,2,2,2,2,31,2
70559,2,2,0,0,32,2
307886,2,1,0,0,40,2
119855,1,1,0,0,36,1
261713,2,2,2,2,53,2
432605,1,1,2,2,38,1
119652,2,1,0,0,74,2
152852,1,1,0,0,30,1
226931,2,2,2,2,64,2
226931,2,2,0,0,63,2
192479,1,1,0,0,37,1
292299,1,1,2,3,34,1
300777,1,1,3,3,30,1
407031,1,1,2,3,58,1
19800,2,2,3,3,63,2
232076,1,1,3,3,39,1
119652,1,1,0,0,73,1
414932,2,1,0,0,50,2
220455,2,2,2,2,57,2
324227,1,1,2,2,31,1
62518,2,1,0,0,34,2
299765,1,1,0,0,31,1
356525,1,1,0,0,63,1
41387,1,1,2,3,49,1
33671,1,1,0,0,69,1
202278,1,1,2,2,37,1
280805,1,1,3,3,93,1
25384,1,1,0,0,36,1
292361,2,1,0,0,71,2
450740,2,1,0,0,39,2
261311,2,1,3,3,65,2
248283,2,2,0,0,52,2
107902,1,1,1,2,54,1
410322,1,1,0,0,42,1
460455,1,1,2,2,61,1
321107,1,1,2,3,34,1
346951,1,1,0,0,34,1
462093,2,1,3,3,41,2
142693,2,2,0,0,55,2
170766,1,1,2,3,35,1
62839,1,1,0,0,35,1
76529,2,1,2,3,39,2
265329,1,1,2,2,36,1
265329,2,1,1,2,36,2
411126,2,1,2,3,38,2
333055,1,1,2,2,69,1
115603,2,1,0,0,48,2
299639,1,1,2,2,69,1
10310,1,1,2,2,45,1
393717,2,2,2,2,41,2
256620,2,2,0,0,65,2
110623,1,1,1,2,37,1
110623,1,1,2,2,35,1
228960,2,2,2,2,43,2
10310,1,1,2,2,48,1
356939,1,1,0,0,37,1
459457,2,2,2,2,69,2
459457,2,2,1,2,68,2
356939,1,1,0,0,36,1
145350,2,1,1,2,31,2
58272,2,2,2,3,54,2
299639,1,1,1,2,67,1
53334,1,1,0,0,30,1
198869,2,2,0,0,48,2
75733,2,1,1,2,65,2
53528,2,1,2,2,43,2
125460,2,2,0,0,40,2
70559,2,2,0,0,31,2
88722,2,2,0,0,30,2
411373,1,1,2,3,79,1
302812,2,1,0,0,44,2
94602,1,1,3,3,30,1
115974,2,2,2,3,36,2
382311,2,1,0,0,30,2
462748,1,1,0,0,41,1
455224,1,1,0,0,30,1
103075,1,1,2,3,38,1
127550,2,2,0,0,34,2
417855,2,2,0,0,48,2
417855,2,2,0,0,45,2
292361,2,2,3,3,44,2
112518,1,1,0,0,37,1
107974,1,1,2,2,60,1
78673,1,1,0,0,32,1
107974,1,1,1,2,63,1
380885,2,2,0,0,67,2
230309,2,1,0,0,44,2
219230,2,1,0,0,38,2
249781,2,2,0,0,35,2
425014,1,1,2,3,31,1
291428,2,1,0,0,30,2
210006,1,1,0,0,30,1
119565,1,1,0,0,46,1
179151,2,2,0,0,85,2
300216,1,1,3,3,33,1
427224,1,1,0,0,61,1
179151,2,2,2,2,74,2
462748,1,1,2,3,39,1
82423,2,2,0,0,38,2
94462,2,2,0,0,47,2
170766,2,1,0,0,39,2
251199,2,2,0,0,70,2
155173,2,1,0,0,36,2
208479,2,2,0,0,33,2
252281,1,1,2,3,30,1
255567,2,2,3,3,37,2
262739,2,2,0,0,37,2
94152,2,1,3,3,51,2
168248,1,1,3,3,31,1
274436,2,1,2,2,65,2
138815,1,1,3,3,29,1
240525,0,0,0,0,38,0
296734,2,1,0,0,39,2
326767,2,1,2,3,30,2
179858,1,1,0,0,31,1
113998,1,1,2,2,50,1
394587,2,2,0,0,46,2
302450,1,1,1,2,34,1
29784,2,1,0,0,30,2
78948,2,1,0,0,42,2
42101,2,2,1,2,50,2
314569,1,1,0,0,66,1
438354,2,2,3,3,41,2
15197,1,1,0,0,35,1
19800,2,2,3,3,57,2
401526,1,1,0,0,38,1
63970,2,1,2,2,35,2
301975,2,2,2,2,43,2
155962,1,1,0,0,32,1
20724,1,1,0,0,45,1
182186,2,2,2,3,47,2
182186,2,2,1,2,49,2
273707,1,1,2,3,39,1
393839,1,1,2,2,37,1
455983,2,2,2,3,41,2
305948,2,2,0,0,33,2
291038,2,1,3,3,35,2
212546,2,1,0,0,35,2
284325,2,2,1,2,85,2
450703,2,2,1,2,38,2
388503,1,1,2,2,57,1
202642,1,1,2,3,36,1
70562,0,0,0,0,65,0
342507,2,2,0,0,53,2
362839,1,1,3,3,47,1
305948,2,2,0,0,32,2
155623,2,2,2,2,73,2
82911,1,1,2,2,61,1
428177,2,2,0,0,56,2
292299,2,1,3,3,36,2
387206,2,1,3,3,64,2
105623,1,1,0,0,51,1
265705,2,2,3,3,31,2
319676,2,2,0,0,37,2
292988,1,1,3,3,29,1
419041,1,1,1,2,44,1
270251,2,2,2,3,30,2
327919,1,1,0,0,43,1
433221,1,1,0,0,29,1
434563,2,2,1,2,63,2
169573,1,1,3,3,45,1
237202,2,2,0,0,48,2
398493,1,1,2,2,52,1
157578,1,1,1,2,33,1
157578,2,1,3,3,35,2
434549,1,1,3,3,39,1
323807,2,2,1,2,42,2
91959,1,1,0,0,51,1
212546,1,1,0,0,38,1
99390,1,1,2,3,28,1
92843,2,2,1,2,49,2
410308,2,2,2,2,35,2
252223,1,1,1,2,42,1
302904,1,1,0,0,65,1
390218,2,2,1,2,41,2
51276,1,1,0,0,28,1
303479,2,1,1,1,84,2
363006,1,1,1,2,68,1
206498,2,2,2,3,29,2
28852,1,1,1,2,51,1
40545,2,2,0,0,38,2
155623,2,2,1,2,54,2
124754,2,1,2,2,72,2
241931,1,1,3,3,66,1
157762,2,2,0,0,28,2
259728,2,2,2,2,56,2
202602,1,1,0,0,29,1
245362,2,2,0,0,33,2
410752,1,1,2,3,57,1
159725,2,1,1,1,48,2
429019,2,2,2,3,42,2
340184,1,1,2,3,28,1
143917,2,1,1,2,60,2
130312,2,1,3,3,36,2
173198,2,1,0,0,51,2
50011,2,1,2,2,28,2
408221,2,1,0,0,54,2
427000,2,2,0,0,42,2
89760,1,1,0,0,34,1
431381,1,1,2,3,37,1
458933,2,2,0,0,35,2
308374,2,1,0,0,38,2
106137,2,2,0,0,53,2
6442,1,1,0,0,29,1
63970,1,1,1,2,34,1
328730,2,1,2,2,40,2
256620,1,1,3,3,35,1
419555,2,2,0,0,72,2
33058,1,1,3,3,48,1
65003,2,1,0,0,58,2
272380,1,1,1,2,28,1
333613,1,1,2,2,28,1
106069,1,1,2,2,35,1
437035,1,1,2,2,28,1
245597,2,1,0,0,50,2
305169,1,1,0,0,51,1
405232,1,1,2,2,56,1
405232,1,1,1,2,48,1
31970,2,1,2,3,35,2
31970,1,1,2,3,35,1
41441,1,1,0,0,42,1
372896,1,1,3,3,35,1
225517,2,2,0,0,46,2
93833,1,1,0,0,59,1
180099,2,2,0,0,49,2
427464,0,0,0,0,28,0
87477,1,1,0,0,33,1
258018,1,1,2,2,45,1
258018,1,1,1,2,40,1
408221,2,1,0,0,54,2
196434,2,2,0,0,35,2
121583,2,1,2,2,52,2
39684,1,1,3,3,44,1
15881,1,1,0,0,91,1
156155,2,1,2,3,63,2
156155,1,1,3,3,61,1
223612,2,1,0,0,65,2
209225,1,1,1,1,30,1
402355,2,2,3,3,53,2
157762,2,1,0,0,28,2
465165,2,2,3,3,47,2
170346,1,1,2,2,34,1
38222,1,1,0,0,28,1
180066,1,1,1,2,34,1
178824,1,1,0,0,28,1
345933,2,2,0,0,37,2
283182,1,1,0,0,64,1
262304,2,2,2,3,41,2
178567,2,1,3,3,37,2
385267,1,1,3,3,58,1
45233,1,1,2,3,42,1
184449,2,2,2,2,41,2
271023,2,2,2,3,35,2
401190,1,1,2,2,39,1
309355,1,1,3,3,57,1
98993,0,0,0,0,27,0
125460,2,2,0,0,42,2
273941,2,2,0,0,48,2
101022,2,2,3,3,39,2
89760,2,2,3,3,33,2
83975,1,1,0,0,29,1
216249,1,1,1,2,70,1
16493,2,2,1,2,34,2
169015,1,1,0,0,39,1
113998,2,1,1,2,46,2
258556,1,1,2,3,33,1
100318,1,1,3,3,34,1
207317,2,1,0,0,33,2
41128,2,2,0,0,33,2
250410,1,1,3,3,35,1
176042,2,1,3,3,39,2
164964,2,1,0,0,41,2
247609,2,2,2,3,38,2
326692,2,1,2,3,62,2
438542,2,1,2,2,46,2
92110,2,1,3,3,36,2
438542,1,1,2,2,42,1
96244,2,2,0,0,65,2
106370,1,1,0,0,44,1
193174,2,2,0,0,33,2
92956,2,1,0,0,30,2
156719,0,0,0,0,33,0
195390,1,1,2,2,27,1
367647,1,1,0,0,43,1
219749,1,1,0,0,38,1
158980,2,2,3,3,33,2
290394,2,1,3,3,45,2
290394,1,1,0,0,52,1
273864,2,1,2,3,33,2
41236,2,2,0,0,39,2
394200,2,2,0,0,34,2
96386,2,1,1,2,27,2
383324,2,2,0,0,34,2
409882,2,1,2,3,41,2
157734,2,1,2,3,80,2
164964,2,1,1,2,41,2
236581,1,1,0,0,27,1
1636,1,1,2,3,34,1
59552,1,1,2,3,36,1
225280,1,1,0,0,44,1
106898,2,1,0,0,54,2
164448,2,1,0,0,40,2
216249,2,1,1,2,65,2
59552,1,1,3,3,34,1
210094,2,2,2,2,39,2
2095,1,1,2,3,64,1
347250,1,1,2,2,39,1
299077,1,1,2,3,30,1
432817,1,1,2,3,44,1
415154,1,1,0,0,50,1
307851,1,1,2,3,59,1
108220,1,1,2,2,28,1
212810,1,1,2,2,59,1
306363,1,1,2,2,36,1
162315,1,1,0,0,39,1
40734,1,1,3,3,49,1
341610,1,1,3,3,64,1
391806,2,2,2,3,63,2
337471,1,1,3,3,37,1
391806,2,2,3,3,65,2
276720,2,2,0,0,52,2
160698,1,1,0,0,54,1
393791,2,2,3,3,38,2
66547,1,1,0,0,61,1
11127,2,1,2,3,44,2
378582,2,2,0,0,42,2
171809,2,2,3,3,42,2
61224,2,2,0,0,56,2
462352,1,1,0,0,34,1
288760,1,1,2,2,40,1
178872,2,1,0,0,44,2
